name,address,suburb,state,postcode,latitude,longitude,phone,opening_hours,venue_type,source
Beechboro Public Library,332 Benara Road,Beechboro,WA,6063,-31.87487,115.93994,08 9377 7760,,Library,Libraries_WA
Belmont Public Library,215 Wright Street,Cloverdale,WA,6105,-31.96189,115.9337,08 9477 7150,,Library,Libraries_WA
Bencubbin Public Library,80 Monger Street,Bencubbin,WA,6477,-30.8101,117.86025,08 9685 1202,,Library,Libraries_WA
Bentley Public Library,Cnr Hedley Place and Manning Road,Bentley,WA,6102,-32.01249,115.90934,08 9231 0695,,Library,Libraries_WA
Beverley Public Library,141 Vincent Street,Beverley,WA,6304,-32.10923,116.9248,08 9646 1200,,Library,Libraries_WA
Bidyadanga Community Library,Bidyadanga Road,Broome,WA,6725,-18.68481,121.77692,08 9192 4780,,Library,Libraries_WA
Bindoon Public Library,6177 Great Northern Highway,Bindoon,WA,6502,-31.38603,116.09591,08 9576 4600,,Library,Libraries_WA
Binningup Public Library,Driftwood Way,Binningup,WA,6233,-33.15052299,115.6944144,08 9720 2930,,Library,Libraries_WA
Boddington Public Library,20 Bannister Road,Boddington,WA,6390,-32.79995968,116.4747816,0418 952 166,,Library,Libraries_WA
Bolgart Public Library,"Bolgart Memorial Hall, George Street",Bolgart,WA,6568,-31.27237,116.50932,08 9627 5217,,Library,Libraries_WA
Boya Public Library,119-135 Scott Street,Helena Valley,WA,6056,-31.91818239,116.048238,08 9290 6755,,Library,Libraries_WA
Boyanup Public Library,12 Thomas Street,Boyanup,WA,6237,-33.48334,115.72888,08 9731 5639,,Library,Libraries_WA
Boyup Brook Public Library,55 Abel Street,Boyup Brook,WA,6244,-33.83221,116.38642,08 9765 1200,,Library,Libraries_WA
Bremer Bay Public Library,Mary Street,Bremer Bay,WA,6338,-34.3924,119.37888,08 9837 4171,,Library,Libraries_WA
Bridgetown Public Library,75 Steere Street,Bridgetown,WA,6255,-33.95821,116.14543,08 9761 2503,,Library,Libraries_WA
Brookton Public Library,14 White Street,Brookton,WA,6306,-32.36883428,117.0071733,08 9642 1106,,Library,Libraries_WA
Broome Public Library,Cnr Haas and Hammersleys Streets,Broome,WA,6725,-17.9602,122.23991,08 9191 3477,,Library,Libraries_WA
Broomehill Public Library,30360 Great Southern Highway,Broomehill Village,WA,6318,-33.84429,117.6388,08 9825 3555,,Library,Libraries_WA
Bruce Rock Public Library,54 Johnson Street,Bruce Rock,WA,6418,-31.87902,118.1484,08 9061 1377,,Library,Libraries_WA
Bull Creek Public Library,Cnr Leichhardt Street and Hassell Crescent,Bull Creek,WA,6149,-32.06373,115.85558,08 9364 0150,,Library,Libraries_WA
Bullsbrook Community Library,3 Maroubra Avenue,Bullsbrook,WA,6084,-31.66754529,116.032024,08 9207 8989,,Library,Libraries_WA
Bunbury Public Library,Parkfield Street,Bunbury,WA,6230,-33.32792,115.63695,08 9792 7190,,Library,Libraries_WA
Busselton Public Library,Stanley Street,Busselton,WA,6280,-33.65096,115.34761,08 9754 1588,,Library,Libraries_WA
Calingiri Public Library,28 Cavell Street,Calingiri,WA,6569,-31.08893,116.44817,08 9628 7004,,Library,Libraries_WA
Cambridge Public Library,99 The Boulevard,Floreat,WA,6014,-31.93669,115.79336,08 9383 8999,,Library,Libraries_WA
Canning Bridge Public Library,2 Kintail Road,Applecross,WA,6153,-32.01087,115.85059,08 9364 0121,,Library,Libraries_WA
Cannington Public Library,Cnr Sevenoaks and Wharf Streets,Cannington,WA,6107,-32.01029,115.94095,08 6350 7350,,Library,Libraries_WA
Capel Public Library,Forrest Road,Capel,WA,6271,-33.55358,115.56306,08 9727 0290,,Library,Libraries_WA
Carnamah Public Library,MacPherson Street,Carnamah,WA,6517,-29.68774,115.88602,08 9951 7000,,Library,Libraries_WA
Carnarvon Public Library,18 Egan Street,Carnarvon,WA,6701,-24.88424,113.65882,08 9941 3727,,Library,Libraries_WA
Cervantes Public Library,Aragon Street,Cervantes,WA,6511,-30.5004,115.07166,08 9652 7647,,Library,Libraries_WA
Christmas Island Public Library,"George Fam Centre, 2 Murray Road",Christmas Island Indian Ocean,WA,6798,-10.42157,105.6743,08 9164 8300,,Library,Libraries_WA
Claremont Public Library,327 Stirling Highway,Claremont,WA,6010,-31.98333,115.77995,08 9285 4353,,Library,Libraries_WA
Clarkson Public Library,27 Ocean Keys Boulevard,Clarkson,WA,6030,-31.68937,115.71749,08 9407 1600,,Library,Libraries_WA
Cocos Home Island Public Library,"Home Island Campus, Cocos Islands District High School",Cocos (Keeling) Islands,WA,6799,-12.11855,96.89786,08 9162 7592,,Library,Libraries_WA
Cocos West Island Public Library,Airforce Road,Cocos (Keeling) Islands,WA,6799,-12.18839,96.82928,08 9162 6650,,Library,Libraries_WA
Collie Public Library,Cnr Wittenoom and Steere Streets,Collie,WA,6225,-33.3615,116.15447,08 9734 9042,,Library,Libraries_WA
Coolbellup Public Library,90 Cordelia Avenue,Coolbellup,WA,6163,-32.08295,115.809,08 9411 3830,,Library,Libraries_WA
Coolgardie Public Library,69 Sylvester Street,Coolgardie,WA,6429,-30.95377,121.16437,08 9025 0301,,Library,Libraries_WA
Coorow Public Library,Main Street,Coorow,WA,6515,-29.88089,116.02395,08 9952 0100,,Library,Libraries_WA
Corrigin Public Library,55 Larke Crescent,Corrigin,WA,6375,-32.33103876,117.8764665,08 9063 2778,,Library,Libraries_WA
Cottesloe/Peppermint Grove/Mosman Park Public Library,1 Leake Street,Peppermint Grove,WA,6011,-31.99745,115.76404,08 9286 8686,,Library,Libraries_WA
Cranbrook Public Library,140 Climie Street,Cranbrook,WA,6321,-34.29635,117.53576,08 9826 1234,,Library,Libraries_WA
Cue Public Library,Lot 2 Austin Street,Cue,WA,6640,-27.4232,117.89918,08 9963 8600,,Library,Libraries_WA
Cunderdin Public Library,57 Main Street,Cunderdin,WA,6407,-31.65077,117.23971,08 9635 1784,,Library,Libraries_WA
Dalwallinu Public Library,Johnston Street,Dalwallinu,WA,6609,-30.27554,116.66283,08 9661 1805,,Library,Libraries_WA
Dalyellup Public Library,"Shop 2/54 Tiffany Centre, Dalyellup Shopping Centre",Dalyellup,WA,6230,-33.39780471,115.634687,08 9795 7815,,Library,Libraries_WA
Dampier Public Library,High Street,Dampier,WA,6713,-20.66304,116.70687,08 9183 1562,,Library,Libraries_WA
Dandaragan Public Library,3468 Dandaragan Road,Dandaragan,WA,6507,-30.30708,115.03782,08 9651 4056,,Library,Libraries_WA
Dardanup Public Library,3 Little Street,Dardanup,WA,6236,-33.39958,115.75616,08 9728 1422,,Library,Libraries_WA
Darkan Public Library,27 Burrowes Street,Darkan,WA,6392,-33.33682,116.74094,08 9736 2000,,Library,Libraries_WA
Denmark Public Library,Strickland Street,Denmark,WA,6333,-34.95931,117.36545,08 9848 3006,,Library,Libraries_WA
Derby Public Library,Clarendon Street,Derby,WA,6728,-17.30353,123.62823,08 9191 0900,,Library,Libraries_WA
Dianella Public Library,"Dianella Plaza Shopping Centre, Waverley Street",Dianella,WA,6059,-31.89624,115.8732,08 9205 7740,,Library,Libraries_WA
Dongara Public Library,9 Waldeck Street,Dongara,WA,6525,-29.25195,114.93056,08 9927 1859,,Library,Libraries_WA
Donnybrook Public Library,Cnr Bentley and Emerald Streets,Donnybrook,WA,6239,-33.57467,115.82113,08 9731 0432,,Library,Libraries_WA
Dowerin Public Library,13 Stewart Street,Dowerin,WA,6461,-31.19536,117.03118,08 9631 1662,,Library,Libraries_WA
Dumbleyung Public Library,28 Absolon Street,Dumbleyung,WA,6350,-33.31448103,117.7400172,08 9863 4829,,Library,Libraries_WA
Duncraig Public Library,40 Warwick Road,Duncraig,WA,6023,-31.8356,115.76523,08 9447 9533,,Library,Libraries_WA
Dunsborough Public Library,"Naturaliste Community Centre, Dunsborough Lakes Drive",Dunsborough,WA,6281,-33.62092,115.10481,08 9756 7111,,Library,Libraries_WA
Eaton Public Library,20 Recreation Drive,Eaton,WA,6232,-33.31793,115.72253,08 9724 4466,,Library,Libraries_WA
Ellenbrook Public Library,90 Main Street,Ellenbrook,WA,6069,-31.78373,115.96469,08 9297 9600,,Library,Libraries_WA
Eneabba Public Library,Eneabba Drive,Eneabba,WA,6518,-29.8226,115.26754,08 9955 1058,,Library,Libraries_WA
Esperance Public Library,Windich Street,Esperance,WA,6450,-33.85955,121.89086,08 9083 1500,,Library,Libraries_WA
Exmouth Public Library,"Ningaloo Centre, 2 Truscott Cres,",Exmouth,WA,6707,-21.93649723,114.130429,08 9949 3056,,Library,Libraries_WA
Falcon Public Library,Cnr Flavia Street and Cobblers Road,Falcon,WA,6210,-32.58478,115.65836,08 9550 3230,,Library,Libraries_WA
Fitzroy Crossing Public Library,"Tourist Bureau, Flynn Drive",Fitzroy Crossing,WA,6765,-18.19703,125.56724,08 9191 5355,,Library,Libraries_WA
Forrestfield Public Library,3 Salix Way,Forrestfield,WA,6058,-31.98533,116.00934,08 9257 9975,,Library,Libraries_WA
Frankland Public Library,55 Wingebellup Road,Frankland River,WA,6396,-34.36246,117.08175,08 9855 2209,,Library,Libraries_WA
Fremantle City Library,"Fremantle Oval, 70 Parry Street",Fremantle,WA,6160,-32.05719074,115.7512236,08 9432 9766,,Library,Libraries_WA
Gascoyne Junction,5 Scott Street,Gascoyne Junction,WA,6705,-25.05433,115.20887,08 9943 0988,,Library,Libraries_WA
Geraldton Regional Library,37 Marine Terrace,Geraldton,WA,6530,-28.77213,114.61189,08 9956 6659,,Library,Libraries_WA
Gingin Public Library,1A Lily King Place,Gingin,WA,6503,-31.34609,115.90425,08 9575 1253,,Library,Libraries_WA
Girrawheen Public Library,6 Patrick Court,Girrawheen,WA,6064,-31.83968,115.83871,08 9342 8844,,Library,Libraries_WA
Gnowangerup Public Library,Yougenup Road,Gnowangerup,WA,6335,-33.93667,118.00688,08 9827 1635,,Library,Libraries_WA
Goomalling Public Library,51 - 53 Railway Terrace,Goomalling,WA,6460,-31.29898,116.82645,08 9629 1570,,Library,Libraries_WA
Gosnells Public Library,"The Agonis, 2232D Albany Highway",Gosnells,WA,6110,-32.07075,116.00188,08 9391 6000,,Library,Libraries_WA
Green Head Public Library,Greenhead Road,Green Head,WA,6514,-29.94719,114.97745,08 9953 1255,,Library,Libraries_WA
Guildford Public Library,97 James Street,Guildford,WA,6055,-31.89953,115.97226,08 9378 1770,,Library,Libraries_WA
Halls Creek Public Library,71 Thomas Street,Hall's Creek,WA,6770,-18.22529,127.66728,08 9168 6007,,Library,Libraries_WA
Harvey Public Library,Young Street,Harvey,WA,6220,-33.07922,115.89326,08 9729 1080,,Library,Libraries_WA
High Wycombe Public Library,15 Markham Road,High Wycombe,WA,6057,-31.94027,116.00407,08 9257 9974,,Library,Libraries_WA
Hopetoun Public Library,Unit 2 / 46 Veal Street,Hopetoun,WA,6348,-33.94793,120.12662,08 9838 3062,,Library,Libraries_WA
Hyden Public Library,12 McPherson Street,Hyden,WA,6359,-32.44898,118.86284,08 9880 5160,,Library,Libraries_WA
Inglewood Public Library,Cnr Beaufort Street and Tenth Avenue,Inglewood,WA,6052,-31.92092,115.88541,08 9205 7700,,Library,Libraries_WA
Jerramungup Public Library,8-10 Tobruk Street,Jerramungup,WA,6337,-33.94034,118.9183,08 9835 1630,,Library,Libraries_WA
Joondalup Public Library,102 Boas Avenue,Joondalup,WA,6027,-31.74354,115.7735,08 9400 4707,,Library,Libraries_WA
Jurien Public Library,67 Bashford Street,Jurien Bay,WA,6516,-30.30672556,115.0380242,08 9652 0810,,Library,Libraries_WA
Kalamunda Public Library,7 Williams Street,Kalamunda,WA,6076,-31.97128,116.05984,08 9257 9969,,Library,Libraries_WA
Kalbarri Public Library,Grey Street,Kalbarri,WA,6536,-27.70922,114.16609,08 9937 1097,,Library,Libraries_WA
Kalgoorlie-Boulder Public Library,Roberts Street,Kalgoorlie,WA,6430,-30.75328,121.47879,08 9021 7112,,Library,Libraries_WA
Kambalda Public Library,4 Barnes Drive,Kambalda,WA,6442,-31.20904,121.62172,08 9080 2119,,Library,Libraries_WA
Karratha Public Library,"Red Earth Arts Precinct, 27 Welcome Road",Karratha,WA,6714,-20.73728169,116.8450016,08 9186 8660,,Library,Libraries_WA
Karrinyup Public Library,Davenport Street,Karrinyup,WA,6018,-31.87608,115.77908,08 9205 7400,,Library,Libraries_WA
Katanning Public Library,Austral Terrace,Katanning,WA,6317,-33.69016,117.55394,08 9821 4300,,Library,Libraries_WA
Kellerberrin Public Library,94 Massingham Street,Kellerberrin,WA,6410,-31.63368,117.72204,08 9045 4991,,Library,Libraries_WA
Kelmscott Public Library,"Stargate Shopping Centre, 2784 Albany Highway",Kelmscott,WA,6111,-32.11352201,116.0147291,08 9394 5810,,Library,Libraries_WA
Kenwick Public Library,80 Kenwick Road,Kenwick,WA,6107,-32.03399,115.9783,08 9397 3099,,Library,Libraries_WA
Kojonup Public Library,93 Albany Highway,Kojonup,WA,6395,-33.83225,117.15943,08 9831 2412,,Library,Libraries_WA
Kondinin Public Library,11 Gordon Street,Kondinin,WA,6367,-32.49543,118.267,08 9889 1006,,Library,Libraries_WA
Koorda Public Library,Cnr Allenby and Haig Street,Koorda,WA,6475,-30.8246,117.4839,08 9684 1219,,Library,Libraries_WA
Kukerin Public Library,Manser Street,Kukerin,WA,6352,-33.18547,118.08611,08 9864 6199,,Library,Libraries_WA
Kulin Public Library,Johnson Street,Kulin,WA,6365,-32.66902,118.15599,08 9880 1242,,Library,Libraries_WA
Kununurra Public Library,Mangaloo Street,Kununurra,WA,6743,-15.77649,128.73486,08 9169 1227,,Library,Libraries_WA
Kwinana Public Library,Cnr Robbos Way and Chisham Avenue,Kwinana Town Centre,WA,6167,-32.24307,115.814,08 9236 4300,,Library,Libraries_WA
Lake Grace Public Library,Absolon Street,Lake Grace,WA,6353,-33.10368,118.46054,08 9865 1185,,Library,Libraries_WA
Lake King Public Library,Newdegate-Ravensthorpe Road,Lake King,WA,6356,-33.08904,119.67479,08 9874 4147,,Library,Libraries_WA
Lakelands Public Library,"49 Banksiadale Gate, Lakelands Shopping Centre",Lakelands,WA,6210,-32.47222844,115.7600641,08 9550 3835,,Library,Libraries_WA
Lancelin Public Library,Vins Way,Lancelin,WA,6044,-31.01935,115.33276,08 9655 2725,,Library,Libraries_WA
Latham Public Library,Britt Street,Latham,WA,6616,-29.75714,116.44402,08 9973 1002,,Library,Libraries_WA
Laverton Public Library,"Shop 4, Laver Place",Laverton,WA,6440,-28.62596,122.40408,08 9031 1800,,Library,Libraries_WA
Leeman Public Library,20 Morcombe Road,Leeman,WA,6514,-29.94986,114.98114,08 9953 1388,,Library,Libraries_WA
Leonora Public Library,16 Tower Street,Leonora,WA,6438,-28.8835,121.33117,08 9037 7016,,Library,Libraries_WA
Lesmurdie School Community Library,21 Reid Road,Lesmurdie,WA,6076,-32.01252,116.05164,08 9257 9976,,Library,Libraries_WA
Mandurah Public Library,331 Pinjarra Road,Mandurah,WA,6210,-32.5382,115.74062,08 9550 3650,,Library,Libraries_WA
Manjimup Public Library,57-59 Rose Street,Manjimup,WA,6258,-34.23877,116.1461,08 9771 2895,,Library,Libraries_WA
Manning Public Library,2 Conochie Crescent,Manning,WA,6152,-32.0154479,115.8674699,08 9474 0822,,Library,Libraries_WA
Marble Bar Public Library,20 Francis Street,Marble Bar,WA,6760,-21.1728,119.74546,08 9176 1008,,Library,Libraries_WA
Margaret River Public Library,Fearn Avenue,Margaret River,WA,6285,-33.95128,115.07132,08 9780 5600,,Library,Libraries_WA
Maylands Public Library,"The Rise, 28 Eighth Avenue",Maylands,WA,6051,-31.93084,115.89531,08 9208 2450,,Library,Libraries_WA
Meekatharra Public Library,Main Street,Meekatharra,WA,6642,-26.59312,118.49594,08 9980 0600,,Library,Libraries_WA
Melville Civic Square Public Library,10 Almondbury Road,Booragoon,WA,6154,-32.03329,115.83332,08 9364 0138,,Library,Libraries_WA
Menzies Public Library,Cnr Shenton and Brown Streets,Menzies,WA,6436,-29.69447,121.02923,08 9024 2702,,Library,Libraries_WA
Merredin Public Library,22 Coronation Street,Merredin,WA,6415,-31.47908,118.27716,08 9041 1222,,Library,Libraries_WA
Midland Public Library,45 Helena Street,Midland,WA,6056,-31.88937,116.00272,08 9267 9020,,Library,Libraries_WA
Mingenew Public Library,Victoria Street,Mingenew,WA,6522,-29.19034,115.44236,08 9928 1102,,Library,Libraries_WA
Mirrabooka Public Library,21 Sudbury Road,Mirrabooka,WA,6061,-31.8691,115.85946,08 9205 7300,,Library,Libraries_WA
Mogumber Public Library,"Old School Building, Mogumber Yarrawindah Road",Mogumber,WA,6506,-31.03802,116.04642,08 9651 9015,,Library,Libraries_WA
Moora Public Library,34 Padbury Street,Moora,WA,6510,-30.64155,116.00761,08 9651 0000,,Library,Libraries_WA
Morawa Public Library,Winfield Street,Morawa,WA,6623,-29.21012,116.00906,08 9971 1204,,Library,Libraries_WA
Morley Public Library,240 Walter Road West,Morley,WA,6062,-31.89594362,115.8959794,08 9272 0980,,Library,Libraries_WA
Mount Barker Public Library,Lowood Road,Mount Barker,WA,6324,-34.62292,117.6606,08 9851 2661,,Library,Libraries_WA
Mount Magnet Public Library,29 Attwood Street,Mount Magnet,WA,6638,-28.06221352,117.8481138,08 9963 4480,,Library,Libraries_WA
Mukinbudin Public Library,15 Maddock Street,Mukinbudin,WA,6479,-30.91599,118.20751,08 9047 2100,,Library,Libraries_WA
Mullewa Public Library,Cnr Padbury and Thomas Street,Mullewa,WA,6630,-28.54028,115.51085,08 9961 1007,,Library,Libraries_WA
Mundaring Public Library,1 Nichol Street,Mundaring,WA,6073,-31.90303,116.16561,08 9290 6780,,Library,Libraries_WA
Mundijong Public Library,10 Paterson Street,Mundijong,WA,6123,-32.29741,115.98456,08 9526 1133,,Library,Libraries_WA
Murchison Public Library,Carnarvon-Mullewa Road,Murchison,WA,6630,-26.89346,115.9566,08 9963 7999,,Library,Libraries_WA
Murray Public Library,Cnr Pinjarra Road and Forrest Street,Pinjarra,WA,6208,-32.62745,115.87169,08 9531 7712,,Library,Libraries_WA
Nabawa Public Library,3270 Chapman Valley Road,Nabawa,WA,6532,-28.50131,114.78955,08 9920 5011,,Library,Libraries_WA
Nannup Public Library,15 Adam Street,Nannup,WA,6275,-33.97948,115.76518,08 9756 1018,,Library,Libraries_WA
Narembeen Public Library,"Narembeen Community Resource Centre, 2/19 Churchill St",Narembeen,WA,6369,-32.06557215,118.394388,08 9064 7055,,Library,Libraries_WA
Narrogin Regional Library,89 Earl St,Narrogin,WA,6312,-32.93483768,117.1766371,08 9881 1751,,Library,Libraries_WA
Nedlands Public Library,60-64 Stirling Highway,Nedlands,WA,6009,-31.97882,115.80699,08 9273 3644,,Library,Libraries_WA
Newdegate Public Library,Collier Street,Newdegate,WA,6355,-33.0937,119.02193,08 9871 1791,,Library,Libraries_WA
Newman Community Library,100 Kalgan Drive,Newman,WA,6753,-23.36315,119.74368,08 9175 2782,,Library,Libraries_WA
Norseman Public Library,88 - 92 Prinsep Street,Norseman,WA,6443,-32.1988,121.77926,08 9039 1205,,Library,Libraries_WA
Northam Public Library,298 Fitzgerald Street,Northam,WA,6401,-31.656,116.66838,08 9621 1600,,Library,Libraries_WA
Northampton Public Library,199 Hampton Road,Northampton,WA,6535,-28.35168,114.63007,08 9934 1202,,Library,Libraries_WA
Northcliffe Public Library,Lot 178 Muirillup Road,Northcliffe,WA,6262,-34.63248,116.12537,08 9776 7168,,Library,Libraries_WA
Nullagine Public Library,39 Gallop Road,Nullagine,WA,6758,-21.88979,120.1061,08 9176 2063,,Library,Libraries_WA
Nungarin Public Library,Railway Avenue,Nungarin,WA,6490,-31.18396,118.10081,08 9046 5006,,Library,Libraries_WA
Nyabing Public Library,24-26 Richmond Street,Nyabing,WA,6341,-33.54155,118.14994,08 9829 1051,,Library,Libraries_WA
Ongerup Public Library,Jaekel Street,Ongerup,WA,6336,-33.96370908,118.4784627,08 9828 2325,,Library,Libraries_WA
Onslow Public Library,Second Avenue,Onslow,WA,6710,-21.63700764,115.112623,08 9184 9311,,Library,Libraries_WA
Osborne Park Public Library,9 Royal Street,Tuart Hill,WA,6060,-31.89621,115.82933,08 9205 7900,,Library,Libraries_WA
Pannawonica Public Library,Pannawonica Drive,Pannawonica,WA,6716,-21.63919,116.32436,08 9134 9501,,Library,Libraries_WA
Paraburdoo Public Library,Ashburton Avenue,Paraburdoo,WA,6754,-23.20003,117.6654,08 9190 2222,,Library,Libraries_WA
Pemberton Public Library,Lot 242 Brockman Street,Pemberton,WA,6260,-34.44478,116.03421,08 9776 1311,,Library,Libraries_WA
Perenjori Public Library,56 Fowler Street,Perenjori,WA,6620,-29.44039,116.2857,08 9973 0100,,Library,Libraries_WA
Perth City Public Library,573 Hay Street,Perth,WA,6000,-31.95515,115.86129,08 9461 3500,,Library,Libraries_WA
Pingelly Public Library,18 Parade Street,Pingelly,WA,6308,-32.53447,117.08437,08 9887 1409,,Library,Libraries_WA
Pingrup Public Library,Lot 2 Burston Street,Pingrup,WA,6343,-33.53286,118.51133,08 9820 1101,,Library,Libraries_WA
Port Hedland Public Library,"Shop 7, Port Hedland Boulevard, Anderson Street",Port Hedland,WA,6721,-20.31197224,118.6077601,08 9158 9373,,Library,Libraries_WA
Quairading Public Library,"Post Office Building, 1 Jennaberring Road",Quairading,WA,6383,-32.00991,117.40132,08 9645 1133,,Library,Libraries_WA
Ravensthorpe Public Library,"Community Resource Centre, Dunn Street",Ravensthorpe,WA,6346,-33.58102,120.04305,08 9838 1340,,Library,Libraries_WA
Riverton Public Library,67 Riley Road,Riverton,WA,6148,-32.03752,115.90333,08 9231 0944,,Library,Libraries_WA
Rockingham Central Library,Dixon Road,Rockingham,WA,6168,-32.27782,115.75187,08 9360 7060,,Library,Libraries_WA
Roebourne Public Library,38 Roe Street,Roebourne,WA,6718,-20.77345891,117.146337,08 9186 8030,,Library,Libraries_WA
Safety Bay Public Library,197 Safety Bay Road,Safety Bay,WA,6169,-32.30106,115.71024,08 9528 8611,,Library,Libraries_WA
Sandstone Public Library,Hack Street,Sandstone,WA,6639,-27.98714,119.29688,08 9963 5802,,Library,Libraries_WA
Scarborough Public Library,"Scarborough Civic Centre, 173 Gildercliffe Street",Scarborough,WA,6019,-31.89466,115.77464,08 9205 7420,,Library,Libraries_WA
Seville Grove Public Library,78 Champion Drive,Seville Grove,WA,6112,-32.13172,116.00191,08 9399 0800,,Library,Libraries_WA
Shark Bay Public Library,65 Knight Terrace,Denham,WA,6537,-25.92835,113.53558,08 9948 1218,,Library,Libraries_WA
State Library of Western Australia,25 Francis Street,Perth,WA,6000,-31.949,115.86047,08 9427 3162,,Library,Libraries_WA
South Hedland Public Library,Leake Street,South Hedland,WA,6722,-20.41217,118.60159,08 9158 9373,,Library,Libraries_WA
South Perth Public Library,Cnr South Terrace and Sandgate Street,South Perth,WA,6151,-31.98788,115.86678,08 9474 0800,,Library,Libraries_WA
Southern Cross Public Library,Canopus Street,Southern Cross,WA,6426,-31.2308,119.32622,08 9049 1688,,Library,Libraries_WA
Spearwood Public Library,9 Coleville Crescent,Spearwood,WA,6163,-32.1005,115.78404,08 9411 3800,,Library,Libraries_WA
Subiaco Public Library,237 Rokeby Road,Subiaco,WA,6008,-31.9508,115.82372,08 9237 9300,,Library,Libraries_WA
Success Public Library,Cnr Wentworth Parade and Beeliar Drive,Success,WA,6164,-32.12971,115.85298,08 9411 3840,,Library,Libraries_WA
Tambellup Public Library,"Tambellup Community Resource Centre, 32-34 Norrish Street",Tambellup,WA,6320,-34.04506,117.64187,08 9825 1177,,Library,Libraries_WA
Tammin Public Library,1 Donnan Street,Tammin,WA,6409,-31.64107,117.48403,08 9637 1101,,Library,Libraries_WA
Thornlie Public Library,1 Culross Avenue,Thornlie,WA,6108,-32.05528,115.96523,08 9251 8750,,Library,Libraries_WA
Three Springs Public Library,Railway Road,Three Springs,WA,6519,-29.53619,115.76502,08 9954 1001,,Library,Libraries_WA
Tom Price Public Library,Central Road,Tom Price,WA,6751,-22.69405,117.79435,08 9188 5455,,Library,Libraries_WA
Toodyay Public Library,96 Stirling Terrace,Toodyay,WA,6566,-31.5503,116.46958,08 9574 2323,,Library,Libraries_WA
Trayning Public Library,Railway Street,Trayning,WA,6488,-31.1146,117.79394,08 9683 1001,,Library,Libraries_WA
Useless Loop Public Library,Hackett Square,Useless Loop,WA,6537,-26.12935,113.41803,08 9948 0261,,Library,Libraries_WA
Victoria Park Public Library,27 Sussex Street,East Victoria Park,WA,6101,-31.98431,115.90002,08 9373 5500,,Library,Libraries_WA
Vincent Public Library,99 Loftus Street,Leederville,WA,6007,-31.93451,115.84569,08 9273 6090,,Library,Libraries_WA
VisAbility,61 Kitchener Avenue,Victoria Park,WA,6100,-31.97104,115.90076,08 9311 8271,,Library,Libraries_WA
Wagin Public Library,3 Trent Street,Wagin,WA,6315,-33.31048,117.33915,08 9861 1247,,Library,Libraries_WA
Walpole Public Library,Lot 44 Latham Avenue,Walpole,WA,6398,-34.97725,116.73251,08 9840 1108,,Library,Libraries_WA
Wandering Public Library,18 Watts Street,Wandering,WA,6308,-32.68131,116.67558,08 9884 1561,,Library,Libraries_WA
Wanneroo Public Library,3 Rocca Way,Wanneroo,WA,6065,-31.75065,115.80533,08 9405 5940,,Library,Libraries_WA
Warburton (Ngaanyatjarra),Ngaanyatjarra Community College,Warburton,WA,nan,-25.997885,126.6706759,08 8956 7531,,Library,Libraries_WA
Warnbro Community Library,Swallowtail Parade,Warnbro,WA,6168,-32.34543,115.7586,08 9528 8577,,Library,Libraries_WA
Waroona Public Library,Thatcher Street,Waroona,WA,6215,-32.84275,115.92336,08 9733 7822,,Library,Libraries_WA
Wellstead Public Library,49 Windsor Road,Wellstead,WA,6328,-34.49393,118.60433,08 9847 2078,,Library,Libraries_WA
Westonia Public Library,41 Wolfram Street,Westonia,WA,6423,-31.30227,118.69674,08 9046 7077,,Library,Libraries_WA
Whitford Public Library,Cnr Marmion and Banks Avenues,Hillarys,WA,6025,-31.79721,115.75341,08 9400 4870,,Library,Libraries_WA
Wickepin Public Library,24 Wogolin Road,Wickepin,WA,6370,-32.78177,117.49896,08 9888 1500,,Library,Libraries_WA
Wickham Public Library,Wickham Community Hub - Carse Street,Wickham,WA,6720,-20.67662888,117.1394324,08 9187 1661,,Library,Libraries_WA
Willagee Public Library,Cnr Archibald and Winnacott Street,Willagee,WA,6156,-32.05262,115.80589,08 9364 0170,,Library,Libraries_WA
Willetton Public Library,39 Burrendah Boulevarde,Willetton,WA,6155,-32.05573,115.87904,08 9229 9540,,Library,Libraries_WA
Williams Public Library,Brooking Street,Williams,WA,6391,-33.02563,116.88096,08 9885 1378,,Library,Libraries_WA
Wiluna Public Library,Scotia Street,Wiluna,WA,6646,-26.59531,120.22709,08 9981 8000,,Library,Libraries_WA
Withers Public Library,Hudson Road,Bunbury,WA,6230,-33.36416,115.62999,08 9792 7244,,Library,Libraries_WA
Wongan Hills Public Library,The Station 1 Wongan Rd,Wongan Hills,WA,6603,-30.89349923,116.7166626,08 9671 2550,,Library,Libraries_WA
Woodanilling Public Library,3316 Robinson Road,Woodanilling,WA,6316,-33.56311,117.4363,08 9823 1506,,Library,Libraries_WA
Woodvale Public Library,5 Trappers Drive,Woodvale,WA,6026,-31.79798,115.79532,08 9400 4180,,Library,Libraries_WA
Wundowie Public Library,Boronia Avenue,Wundowie,WA,6560,-31.75943,116.38409,08 9573 6205,,Library,Libraries_WA
Wyalkatchem Public Library,Railway Terrace,Wyalkatchem,WA,6485,-31.18022,117.38004,08 9681 1500,,Library,Libraries_WA
Wyndham Public Library,990 Koolama Street,Wyndham,WA,6740,-15.4858,128.12281,08 9161 1002,,Library,Libraries_WA
Yalgoo Public Library,37 Gibbons Street,Yalgoo,WA,6635,-28.34184,116.6823,08 9962 8042,,Library,Libraries_WA
